ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463981,Female,No,25,Yes,Artist,5.0,Low,1.0,,C
464029,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
461020,Female,,20,No,,,High,,Cat_3,D
465067,Male,Yes,62,Yes,Executive,8.0,High,2.0,Cat_6,C
459599,Female,No,19,No,Healthcare,,Low,4.0,Cat_1,D
459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,D
460168,Male,Yes,86,Yes,Executive,0.0,High,2.0,Cat_2,C
466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
467257,Male,No,22,No,Healthcare,10.0,Low,4.0,Cat_6,D
458988,Female,No,29,No,Marketing,2.0,Low,3.0,Cat_6,D
459707,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6,D
462630,Male,No,32,No,Doctor,,Low,6.0,Cat_4,D
462401,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D
463509,Male,No,43,No,Artist,0.0,Low,1.0,Cat_3,D
467581,Female,Yes,33,Yes,Engineer,2.0,Average,2.0,Cat_6,D
461715,Male,No,43,Yes,Entertainment,0.0,Low,5.0,Cat_2,A
460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
463040,Male,Yes,75,No,Lawyer,1.0,High,2.0,Cat_6,B
464417,Male,Yes,72,No,Entertainment,2.0,Average,2.0,Cat_6,C
463832,Female,No,32,No,Marketing,,Low,,Cat_6,D
465529,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,A
467835,Male,Yes,58,No,Artist,9.0,Low,2.0,Cat_6,B
460330,Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
462718,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,D
466064,Female,Yes,31,No,Entertainment,0.0,Average,2.0,Cat_3,A
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,Cat_3,D
464946,Male,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D
461451,Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,A
460764,Male,No,86,No,Lawyer,1.0,Low,1.0,Cat_6,D
464284,Female,Yes,42,Yes,Artist,,Low,,Cat_4,B
461473,Female,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C
467836,Male,Yes,63,No,Executive,1.0,High,3.0,Cat_6,C
460753,Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_6,A
466312,Female,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,D
467575,Female,No,29,No,Engineer,1.0,Low,4.0,Cat_6,C
464423,Male,Yes,51,Yes,Entertainment,0.0,Average,5.0,Cat_6,C
459502,Female,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,C
466808,Female,No,43,No,Engineer,0.0,Low,1.0,Cat_6,A
461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
463557,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,A
462959,Female,Yes,56,Yes,Engineer,2.0,High,2.0,Cat_6,B
466298,Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
467499,Male,Yes,40,Yes,Artist,,Low,3.0,Cat_6,C
467649,Male,Yes,38,Yes,Doctor,0.0,Average,5.0,Cat_6,B
461783,Male,,72,,Lawyer,0.0,High,,Cat_6,A
460879,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
462971,Female,Yes,70,Yes,Engineer,0.0,Low,1.0,Cat_6,C
462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
464730,Male,Yes,36,No,Executive,1.0,High,6.0,Cat_4,D
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
459950,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,A
461634,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
467323,Female,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,C
463367,Female,No,35,Yes,Engineer,4.0,Low,4.0,Cat_2,C
466271,Male,No,33,No,Entertainment,1.0,Low,3.0,Cat_2,B
463636,Male,No,33,No,Doctor,1.0,Low,6.0,Cat_4,A
461411,Male,No,29,No,Healthcare,1.0,Low,,Cat_6,D
461161,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
462087,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2,A
464556,Female,No,39,Yes,Artist,1.0,Low,3.0,Cat_6,A
465974,Male,Yes,52,Yes,Executive,7.0,High,4.0,Cat_4,C
460690,Female,,51,No,Homemaker,8.0,Low,,Cat_3,A
461867,Male,No,30,Yes,Artist,0.0,Low,4.0,Cat_6,A
464297,Male,No,26,No,Artist,8.0,Low,5.0,Cat_5,A
467376,Female,Yes,47,Yes,Doctor,8.0,Average,2.0,Cat_6,C
464349,Male,Yes,66,Yes,Artist,2.0,Low,1.0,Cat_6,C
463647,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,A
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6,A
459699,Female,,61,Yes,Engineer,9.0,Average,3.0,Cat_6,B
465658,Male,Yes,71,Yes,Artist,0.0,Average,4.0,Cat_6,C
463189,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_4,A
467590,Male,No,25,Yes,Artist,,Low,1.0,Cat_6,A
460713,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,B
460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
460858,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,D
465089,Male,Yes,71,No,Executive,0.0,High,4.0,Cat_6,C
462259,Male,Yes,51,Yes,Artist,,Low,2.0,Cat_6,B
459843,Male,Yes,52,No,Artist,,Average,6.0,Cat_6,B
465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,C
461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_6,B
462061,Male,No,41,No,Doctor,1.0,Low,3.0,Cat_6,B
461005,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,D
463933,Male,Yes,47,No,Executive,0.0,Low,7.0,Cat_4,A
462884,Female,Yes,55,No,Artist,1.0,Low,2.0,Cat_3,B
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,Cat_6,C
467793,Male,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,D
464949,Male,Yes,19,No,Executive,0.0,High,3.0,Cat_4,A
462667,Female,Yes,40,No,Homemaker,2.0,Average,2.0,Cat_6,A
461282,Male,No,21,No,Healthcare,0.0,Low,4.0,,D
467570,Male,No,18,No,Healthcare,14.0,Low,,Cat_6,D
462522,Male,Yes,41,No,Executive,1.0,Average,5.0,Cat_4,B
467820,Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,B
459385,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_7,C
461972,Male,Yes,40,No,,,Average,5.0,Cat_3,B
467908,Female,Yes,42,Yes,Engineer,0.0,High,4.0,Cat_6,B
461523,Male,Yes,78,Yes,Lawyer,0.0,High,5.0,Cat_6,B
462426,Female,Yes,52,Yes,Artist,2.0,Average,4.0,Cat_6,C
459212,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,C
460061,Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,D
460880,Male,No,42,Yes,Artist,4.0,Low,2.0,Cat_2,A
465999,Female,Yes,32,No,,8.0,Low,1.0,Cat_6,D
464487,Male,No,53,No,Engineer,1.0,Low,3.0,Cat_4,A
466636,Female,No,23,No,Marketing,3.0,Low,3.0,Cat_6,C
462939,Male,Yes,38,Yes,Doctor,0.0,High,4.0,Cat_7,A
462834,Male,Yes,30,Yes,Homemaker,3.0,Low,2.0,Cat_1,D
466559,Male,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,D
459633,Male,No,19,No,Healthcare,1.0,Low,2.0,Cat_6,D
459579,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_4,B
460032,Male,No,36,Yes,Engineer,8.0,Low,1.0,Cat_6,A
466651,Male,No,40,No,Entertainment,5.0,Low,1.0,Cat_3,A
461915,Male,Yes,51,No,Artist,,Average,2.0,Cat_2,B
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,B
463906,Female,Yes,40,Yes,Engineer,0.0,Average,4.0,Cat_6,B
466897,Male,,52,No,Doctor,0.0,High,3.0,Cat_6,D
462089,Female,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
465798,Female,No,41,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
466286,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C
464177,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
460906,Female,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6,A
460960,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,B
460731,Female,No,29,Yes,Artist,1.0,Low,3.0,Cat_6,C
466016,Female,No,48,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
461977,Female,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,C
462338,Male,Yes,43,Yes,Artist,9.0,Average,2.0,,C
462738,Female,No,28,Yes,Healthcare,,Low,3.0,Cat_2,D
465908,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_6,A
459817,Female,Yes,65,No,Marketing,,Low,,Cat_6,D
465820,Female,,30,Yes,,,Average,4.0,Cat_4,B
464627,Male,Yes,37,Yes,Artist,0.0,Low,4.0,Cat_3,A
462505,Male,Yes,40,No,Executive,0.0,Low,4.0,Cat_4,D
463346,Male,Yes,40,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,D
461921,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A
462509,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
464023,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_7,D
460979,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6,A
462998,Male,Yes,45,No,Entertainment,10.0,Average,4.0,Cat_6,B
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_4,D
464861,Male,No,32,No,Homemaker,,Low,2.0,Cat_4,B
460199,Female,Yes,39,Yes,Entertainment,5.0,Low,2.0,Cat_6,B
465285,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,D
465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
459834,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6,B
462261,Male,Yes,60,No,Engineer,0.0,Average,3.0,Cat_6,C
462917,Male,Yes,65,No,Doctor,1.0,Low,1.0,Cat_1,D
467366,Male,No,42,Yes,Artist,,Low,1.0,Cat_4,A
461746,Male,Yes,53,Yes,Artist,2.0,Average,3.0,Cat_6,C
461274,Female,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,A
467586,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B
460759,Male,Yes,69,No,Lawyer,1.0,Low,2.0,Cat_1,B
461468,Male,Yes,66,Yes,Entertainment,,Average,3.0,Cat_6,C
462590,Female,Yes,30,No,Engineer,,Average,3.0,Cat_4,D
461277,Male,Yes,82,Yes,Lawyer,7.0,Low,1.0,Cat_6,A
467002,Female,No,26,Yes,Homemaker,9.0,Low,,Cat_6,D
463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6,C
459270,Male,Yes,65,Yes,Homemaker,0.0,High,2.0,Cat_6,A
462753,Male,Yes,28,No,Executive,0.0,Average,3.0,Cat_6,D
460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A
463330,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
466049,Female,No,25,Yes,Doctor,0.0,Low,1.0,Cat_4,A
462188,Female,Yes,53,No,Engineer,0.0,Average,4.0,Cat_4,B
464782,Male,Yes,35,No,Marketing,0.0,Low,3.0,Cat_4,D
466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,D
461622,Male,Yes,35,Yes,Executive,4.0,High,4.0,Cat_6,C
466546,Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,B
465688,Female,Yes,62,,Artist,1.0,Average,3.0,Cat_3,C
465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2,A
464692,Female,No,48,No,Marketing,1.0,Low,1.0,Cat_3,D
460779,Female,No,28,No,Entertainment,1.0,Low,2.0,Cat_3,A
464781,Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4,D
464199,Male,Yes,25,Yes,Artist,8.0,Low,2.0,Cat_7,A
466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
466508,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B
463985,Female,Yes,29,Yes,Artist,4.0,Low,2.0,Cat_1,D
464702,Male,Yes,59,No,Artist,2.0,Average,2.0,Cat_4,C
465227,Male,No,23,No,Healthcare,6.0,Low,3.0,Cat_6,D
464615,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,A
461432,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
459662,Male,Yes,51,Yes,Entertainment,0.0,High,5.0,Cat_3,A
466687,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
467206,Female,No,52,Yes,Artist,,Low,1.0,Cat_6,C
464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
465855,Male,No,42,Yes,Artist,1.0,Low,1.0,Cat_2,A
461225,Female,No,32,No,Marketing,11.0,Low,6.0,Cat_6,D
464764,Female,Yes,60,No,Engineer,1.0,High,9.0,Cat_4,A
465093,Male,Yes,55,Yes,Doctor,0.0,Low,1.0,Cat_6,C
467495,Male,Yes,66,No,Artist,2.0,High,3.0,Cat_6,C
467795,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_6,D
459135,Male,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,C
460921,Male,Yes,45,No,Executive,1.0,High,3.0,Cat_6,C
461174,Female,No,23,No,Marketing,,Low,4.0,Cat_3,B
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0,Cat_3,A
463580,Female,Yes,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
459470,Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6,D
464990,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_6,B
463598,Female,Yes,32,No,Engineer,3.0,Low,2.0,Cat_6,C
459319,Female,Yes,46,No,Artist,1.0,High,2.0,Cat_6,C
462984,Female,Yes,69,Yes,Artist,1.0,High,2.0,Cat_6,B
459010,Female,Yes,48,Yes,Artist,,Average,3.0,Cat_6,B
461980,Male,Yes,52,Yes,Artist,2.0,Low,3.0,Cat_3,A
466375,Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,Cat_2,C
460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D
460836,Female,Yes,33,No,Artist,6.0,Average,2.0,Cat_6,C
464039,Male,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
465914,Female,No,46,Yes,Artist,3.0,Low,2.0,Cat_6,B
465709,Male,Yes,68,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,D
467175,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
467527,Male,Yes,62,Yes,Artist,2.0,Average,4.0,Cat_6,B
460987,Male,No,25,Yes,Doctor,8.0,Low,2.0,Cat_6,D
460388,Female,No,35,Yes,Artist,13.0,Low,2.0,Cat_6,B
467031,Male,Yes,59,Yes,Artist,11.0,Average,3.0,Cat_6,C
462281,Male,Yes,47,Yes,Artist,0.0,Low,2.0,Cat_6,C
462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
467959,Female,No,26,No,Engineer,0.0,Low,1.0,Cat_2,A
462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
466238,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_4,D
464670,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,B
461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
461113,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
466345,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,D
461086,Male,No,23,No,Healthcare,1.0,Low,7.0,Cat_3,D
466991,Male,Yes,51,Yes,Artist,3.0,Average,2.0,Cat_6,C
465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
464010,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
465771,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
462280,Male,No,32,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
461558,Male,Yes,45,Yes,Engineer,2.0,Average,2.0,Cat_6,C
467060,Male,No,39,No,Engineer,5.0,Low,2.0,Cat_6,D
462217,Female,No,42,Yes,Executive,,Low,1.0,Cat_4,B
464465,Female,Yes,37,Yes,Artist,,Average,6.0,Cat_3,B
467558,Male,Yes,50,Yes,Doctor,0.0,Average,8.0,Cat_6,C
465407,Female,No,27,Yes,Homemaker,3.0,Low,7.0,Cat_6,D
460838,Male,No,40,Yes,Artist,0.0,Low,,Cat_6,A
465995,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_2,D
460629,Female,Yes,36,Yes,Entertainment,,Average,3.0,Cat_3,B
464976,Male,Yes,75,No,Lawyer,1.0,Low,1.0,Cat_4,D
460457,Female,No,43,Yes,Entertainment,8.0,Low,,Cat_3,A
467838,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,C
467597,Female,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,D
465231,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_6,C
465216,Male,Yes,35,Yes,Executive,8.0,High,4.0,Cat_6,C
461686,Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
466173,Male,No,28,No,Entertainment,1.0,Low,,Cat_3,A
463883,Male,No,30,No,Healthcare,0.0,Low,2.0,Cat_4,B
467248,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466565,Male,Yes,29,No,Artist,6.0,Average,2.0,Cat_6,B
467458,Female,No,28,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
460621,Male,Yes,77,Yes,Lawyer,0.0,Low,2.0,Cat_3,C
461751,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
464288,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6,A
460132,Male,No,39,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
463601,Female,No,19,No,Healthcare,4.0,Low,5.0,,D
465879,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
460146,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_3,A
463187,Female,Yes,51,Yes,Artist,8.0,Low,2.0,Cat_6,C
466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
463076,Female,No,51,Yes,Artist,0.0,Low,2.0,Cat_6,C
464298,Male,No,26,No,Doctor,1.0,Low,1.0,Cat_6,A
462478,Male,Yes,30,No,Doctor,,Average,2.0,Cat_4,A
463433,Female,Yes,50,Yes,Doctor,0.0,Low,3.0,Cat_6,C
466779,Male,No,22,No,,2.0,Low,2.0,Cat_3,D
460245,Female,Yes,52,Yes,Artist,3.0,Low,2.0,,B
467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
459259,Male,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,C
459386,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_6,B
466420,Male,No,27,Yes,Artist,5.0,Low,4.0,Cat_3,B
459085,Male,No,22,No,Marketing,4.0,Low,3.0,Cat_6,A
460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
462183,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6,D
467255,Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,D
465392,Female,Yes,45,Yes,Artist,8.0,High,5.0,Cat_6,C
467151,Male,No,37,No,Entertainment,,Low,1.0,Cat_6,D
459971,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_6,A
460962,Male,Yes,55,Yes,Executive,9.0,High,4.0,Cat_6,C
467172,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,C
465990,Male,Yes,48,No,Executive,2.0,High,2.0,Cat_2,D
459359,Male,Yes,46,Yes,Entertainment,,Average,4.0,Cat_6,C
466692,Female,,27,No,Engineer,1.0,Low,1.0,Cat_5,A
461000,Male,Yes,61,No,Marketing,1.0,High,2.0,Cat_3,A
466134,Male,Yes,39,Yes,Doctor,0.0,High,3.0,Cat_6,C
460613,Female,Yes,46,Yes,Homemaker,8.0,Average,3.0,Cat_3,C
460148,Female,Yes,73,No,Engineer,1.0,Low,,,A
466934,Female,Yes,60,Yes,Artist,0.0,Low,1.0,Cat_6,B
461791,Female,No,22,No,Lawyer,8.0,Low,1.0,Cat_6,D
462925,Female,Yes,30,No,Homemaker,,Average,2.0,Cat_3,A
461128,Male,No,20,No,Healthcare,7.0,Low,3.0,Cat_6,D
459593,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
464165,Female,No,55,No,Entertainment,3.0,Low,1.0,Cat_6,A
464018,Male,No,22,No,,0.0,Low,7.0,Cat_1,D
466329,Female,Yes,39,,Doctor,2.0,Low,1.0,Cat_3,A
463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D
464940,Female,Yes,30,No,Engineer,1.0,Low,2.0,Cat_4,A
466214,Female,Yes,88,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
462782,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_4,C
465546,Female,No,25,No,Marketing,1.0,Low,9.0,Cat_5,D
459039,Male,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
460444,Male,Yes,60,No,Artist,0.0,Low,1.0,Cat_6,B
460123,Female,Yes,33,Yes,Engineer,9.0,Low,2.0,Cat_6,D
466556,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
463830,Female,No,30,Yes,Engineer,3.0,Low,3.0,Cat_6,D
467678,Male,No,56,No,Marketing,1.0,Low,2.0,Cat_6,D
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,C
465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,Cat_6,C
465932,Male,No,35,No,Artist,1.0,Low,1.0,Cat_7,A
462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,C
467311,Male,Yes,67,Yes,Lawyer,1.0,High,3.0,Cat_6,B
459355,Female,Yes,78,No,Homemaker,,Low,1.0,Cat_6,A
461663,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
459258,Female,Yes,74,Yes,Lawyer,1.0,High,,Cat_6,B
467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
463107,Male,Yes,86,Yes,Lawyer,,Low,2.0,Cat_6,A
464671,Male,No,30,No,Entertainment,1.0,Low,2.0,Cat_4,D
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
465576,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,A
466516,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
466166,Male,Yes,85,Yes,Lawyer,1.0,High,2.0,Cat_4,A
460835,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5,A
459094,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_6,C
466560,Male,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,D
465797,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_2,C
465668,Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_4,D
463521,Male,Yes,45,Yes,Executive,1.0,High,4.0,Cat_6,A
467441,Male,No,42,Yes,Artist,,Low,1.0,Cat_6,A
466989,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_2,B
467949,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D
460930,Male,No,26,Yes,Artist,10.0,Low,5.0,Cat_6,D
459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
464673,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D
465318,Male,No,21,No,Doctor,6.0,Low,6.0,Cat_7,C
460171,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
460197,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
467437,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,B
464326,Female,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,A
465969,Female,No,28,Yes,Doctor,12.0,Low,2.0,Cat_7,D
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,C
459920,Female,Yes,51,Yes,Artist,6.0,High,2.0,Cat_4,B
459473,Male,Yes,78,No,Lawyer,,High,2.0,Cat_6,A
462198,Female,No,39,No,Engineer,2.0,Low,,Cat_3,D
461256,Male,No,33,No,Doctor,1.0,Low,4.0,Cat_4,C
464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
467778,Female,No,31,Yes,Healthcare,8.0,Low,4.0,Cat_6,C
463104,Female,Yes,47,No,Lawyer,0.0,Low,1.0,Cat_6,A
463155,Female,No,38,Yes,Engineer,,Low,1.0,Cat_6,D
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
460254,Female,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,B
463486,Male,Yes,43,No,Executive,,High,8.0,Cat_4,D
462257,Female,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,A
461884,Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B
463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
460334,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,A
463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
464455,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,B
467816,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6,C
467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
465772,Female,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,B
464376,Male,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A
465977,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6,C
467550,Male,No,27,Yes,Doctor,0.0,Low,2.0,Cat_3,A
463404,Male,Yes,29,No,Doctor,,High,2.0,Cat_3,B
